2025-08-01 15:15:01.919 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [dddb71ecaf82456dae3c79478671dbea], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.terrain], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.terrainphysics], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.tilemap], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.ui], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.uielements], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.umbra], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.unityanalytics], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequest], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestassetbundle], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestaudio], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequesttexture], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestwww], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.vehicles], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.video], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.vr], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.wind], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.xr], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.subsystems], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.hierarchycore], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.ext.nunit], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.core], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.shadergraph], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal-config], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.2d.common], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.mathematics], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.collections], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.searcher], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.burst], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.rendering.light-transport], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.nuget.mono-cecil], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.997 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.test-framework.performance], Result: [granted: True, group: (null)]
2025-08-02 20:06:07.461 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-08-02 20:06:07.461 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:09.100 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-02 20:06:09.100 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.disable], Result: [granted: False, group: (null)]
2025-08-02 20:06:09.100 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.prototyping], Result: [granted: False, group: (null)]
2025-08-02 20:06:09.100 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-08-02 20:06:09.100 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-08-02 20:06:09.100 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.time-limited-license], Result: [granted: False, group: (null)]
2025-08-02 20:06:09.100 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-08-02 20:06:09.100 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:11.722 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.xlts], Result: [granted: False, group: (null)]
2025-08-02 20:06:11.723 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.u7-alpha], Result: [granted: False, group: (null)]
2025-08-02 20:06:11.768 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.xlts], Result: [granted: False, group: (null)]
2025-08-02 20:06:11.768 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.u7-alpha], Result: [granted: False, group: (null)]
2025-08-02 20:06:11.824 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:21.257 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-02 20:06:21.257 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-08-02 20:06:21.258 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:21.258 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.disable-splash-screen], Result: [granted: False, group: (null)]
2025-08-02 20:06:21.258 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-08-02 20:06:48.688 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:15:12.701 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [f0d95ca9d7ec4aac820b4e58c0d8cacb], Licensed Package: False, Entitlement requested: [com.unity.editor.headless], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:15:12.702 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [f0d95ca9d7ec4aac820b4e58c0d8cacb], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:15:12.723 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [f0d95ca9d7ec4aac820b4e58c0d8cacb], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-02 20:15:12.723 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [f0d95ca9d7ec4aac820b4e58c0d8cacb], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:15:19.290 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.xlts], Result: [granted: False, group: (null)]
2025-08-02 20:15:19.291 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.u7-alpha], Result: [granted: False, group: (null)]
2025-08-02 20:15:19.349 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.xlts], Result: [granted: False, group: (null)]
2025-08-02 20:15:19.350 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.u7-alpha], Result: [granted: False, group: (null)]
2025-08-02 20:15:19.434 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:16:56.496 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:16:56.512 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:16:56.656 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.headless], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:16:56.656 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:16:56.678 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-02 20:16:56.678 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.2d.animation], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.2d.aseprite], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.2d.psdimporter], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.2d.sprite], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.2d.spriteshape], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap.extras], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.collab-proxy], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.ide.rider], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.ide.visualstudio], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.inputsystem], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.multiplayer.center], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.test-framework], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.timeline], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.ugui], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.visualscripting], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.accessibility], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.ai], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.androidjni], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.animation], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.assetbundle], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.202 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.audio], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.cloth], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.director], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.imageconversion], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.imgui], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.jsonserialize], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.particlesystem], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.physics], Result: [granted: True, group: (null)]
